  UID   PID  PPID   C STIME   TTY           TIME CMD
  501 85838 85831   0  4:14AM ??         0:00.11 /Applications/Notion.app/Contents/Frameworks/Notion Helper (Renderer).app/Contents/MacOS/Notion Helper (Renderer) --type=renderer --user-data-dir=/Users/dabin/Library/Application Support/Notion --app-path=/Applications/Notion.app/Contents/Resources/app.asar --enable-sandbox --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1757879325774166 --launch-time-ticks=473163475218 --shared-files --field-trial-handle=1718379636,r,470166089125925534,14423709451516064537,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,MacLoopbackAudioForScreenShare,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=85
  501 85841 85831   0  4:14AM ??         0:13.97 /Applications/Notion.app/Contents/Frameworks/Notion Helper (Renderer).app/Contents/MacOS/Notion Helper (Renderer) --type=renderer --user-data-dir=/Users/dabin/Library/Application Support/Notion --app-path=/Applications/Notion.app/Contents/Resources/app.asar --enable-sandbox --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=12 --time-ticks-at-unix-epoch=-1757879325774166 --launch-time-ticks=473163515346 --shared-files --field-trial-handle=1718379636,r,470166089125925534,14423709451516064537,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,MacLoopbackAudioForScreenShare,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=86
  501 85844 85831   0  4:14AM ??         0:02.65 /Applications/Notion.app/Contents/Frameworks/Notion Helper (Renderer).app/Contents/MacOS/Notion Helper (Renderer) --type=renderer --user-data-dir=/Users/dabin/Library/Application Support/Notion --app-path=/Applications/Notion.app/Contents/Resources/app.asar --enable-sandbox --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=13 --time-ticks-at-unix-epoch=-1757879325774166 --launch-time-ticks=473163566267 --shared-files --field-trial-handle=1718379636,r,470166089125925534,14423709451516064537,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,MacLoopbackAudioForScreenShare,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=98
  501 85861     1   0  4:14AM ??         0:00.29 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 85862     1   0  4:14AM ??         0:00.03 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 85864     1   0  4:15AM ??         0:00.16 /System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild
  501 85865     1   0  4:15AM ??         0:00.03 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
  501 85867     1   0  4:15AM ??         0:00.04 /System/Library/PrivateFrameworks/NewDeviceOutreach.framework/ndoagent
    0 85880     1   0  4:15AM ??         0:00.02 /usr/libexec/dirhelper
    0 85891     1   0  4:15AM ??         0:00.06 /usr/libexec/ospredictiond
  501 85892     1   0  4:15AM ??         0:00.60 /usr/libexec/triald
  501 85909     1   0  4:15AM ??         0:00.03 /usr/libexec/feedbackd
  501 85922     1   0  4:15AM ??         0:00.08 /System/Library/PrivateFrameworks/BusinessChatService.framework/businessservicesd
  501 85924     1   0  4:15AM ??         0:00.14 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
  247 85940     1   0  4:15AM ??         0:00.09 /usr/libexec/gamecontrollerd
  501 85941     1   0  4:15AM ??         0:00.08 /usr/libexec/gamecontrolleragentd
  501 85999     1   0  4:16AM ??         0:00.27 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  501 86001     1   0  4:16AM ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501 86002     1   0  4:16AM ??         0:00.09 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
    0 86006     1   0  4:16AM ??         0:00.10 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar -daemon
  501 86014     1   0  4:17AM ??         0:00.03 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
  501 86015     1   0  4:17AM ??         0:00.04 /System/Library/PrivateFrameworks/CoreCDP.framework/Versions/A/Resources/cdpd
  501 86204     1   0  4:18AM ??         0:00.63 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
    0 86211     1   0  4:19AM ??         0:00.02 /usr/libexec/keybagd -t 15
  501 86287     1   0  4:19AM ??         0:00.09 /System/Library/PrivateFrameworks/AOSKit.framework/Versions/A/XPCServices/com.apple.iCloudHelper.xpc/Contents/MacOS/com.apple.iCloudHelper
  501 86314     1   0  4:19AM ??         0:00.15 /System/Library/PrivateFrameworks/IMDPersistence.framework/XPCServices/IMDPersistenceAgent.xpc/Contents/MacOS/IMDPersistenceAgent
  501 86315     1   0  4:19AM ??         0:00.05 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
  501 86316     1   0  4:19AM ??         0:00.15 /System/Library/PrivateFrameworks/ContactsDonation.framework/Versions/A/Support/contactsdonationagent
  501 86347     1   0  4:19AM ??         0:00.41 /System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
  501 86369     1   0  4:19AM ??         0:01.21 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
    0 86371     1   0  4:19AM ??         0:00.26 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper
  296 86372     1   0  4:19AM ??         0:00.06 /usr/libexec/aneuserd
  235 86373     1   0  4:19AM ??         0:00.07 /usr/libexec/AssetCache/AssetCache
  501 86374     1   0  4:19AM ??         0:00.02 /System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge
    0 86375     1   0  4:19AM ??         0:00.05 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
    0 86376     1   0  4:19AM ??         0:00.04 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/installd
    0 86377     1   0  4:19AM ??         0:00.13 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd --system
    0 86378     1   0  4:19AM ??         0:00.03 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/system_installd
    0 86381     1   0  4:19AM ??         0:00.07 /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheTetheratorService.xpc/Contents/MacOS/AssetCacheTetheratorService
    0 86384     1   0  4:19AM ??         0:00.10 /usr/libexec/triald_system
  501 86691     1   0  4:25AM ??         0:00.35 /System/Library/Frameworks/StoreKit.framework/Support/storekitagent
  501 86696     1   0  4:25AM ??         0:00.20 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
  501 86697     1   0  4:25AM ??         0:00.23 /System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
  501 86711     1   0  4:25AM ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
    0 86740     1   0  4:25AM ??         0:00.04 /usr/libexec/logd_helper
  501 86755     1   0  4:26AM ??         0:00.23 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
  501 86899     1   0  4:27AM ??         0:00.07 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 86904     1   0  4:27AM ??         0:00.03 /System/Library/CoreServices/ReportCrash agent
  501 86907     1   0  4:27AM ??         0:00.13 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
  501 86909 84443   0  4:27AM ??         0:00.25 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=0d5137a9-b5ec-449c-9816-731a1132ffa1 --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1864 --time-ticks-at-unix-epoch=-1757669044379026 --launch-time-ticks=473935902306 --shared-files --metrics-shmem-handle=1752395122,r,6471987600862346501,17961729025207718844,2097152 --field-trial-handle=1718379636,r,12760293852649190571,18115543995022151152,262144 --variations-seed-version=20250916-050041.628000 --seatbelt-client=254
  501 86910 84443   0  4:27AM ??         0:00.06 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=0d5137a9-b5ec-449c-9816-731a1132ffa1 --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1865 --time-ticks-at-unix-epoch=-1757669044379026 --launch-time-ticks=473937935020 --shared-files --metrics-shmem-handle=1752395122,r,7799448357566279369,13902640198282427513,2097152 --field-trial-handle=1718379636,r,12760293852649190571,18115543995022151152,262144 --variations-seed-version=20250916-050041.628000 --seatbelt-client=254
  501 86911     1   0  4:27AM ??         0:00.93 /usr/libexec/biomesyncd
  501 86912 84443   0  4:28AM ??         0:00.12 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.133/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=0d5137a9-b5ec-449c-9816-731a1132ffa1 --extension-process --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1866 --time-ticks-at-unix-epoch=-1757669044379026 --launch-time-ticks=473956208469 --shared-files --metrics-shmem-handle=1752395122,r,14297452210101842872,6177158944429492872,2097152 --field-trial-handle=1718379636,r,12760293852649190571,18115543995022151152,262144 --variations-seed-version=20250916-050041.628000 --seatbelt-client=392
  501 87093     1   0  4:28AM ??         0:00.08 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
  289 89999     1   0  9 925  ??         0:15.43 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/biomed
  501 90012     1   0  9 925  ??         2:13.91 /System/Library/PrivateFrameworks/ChronoCore.framework/Support/chronod
    0 90017     1   0  9 925  ??        10:48.77 /usr/libexec/wifip2pd
  501 90020     1   0  9 925  ??         0:04.39 /System/Applications/Clock.app/Contents/PlugIns/WorldClockWidget.appex/Contents/MacOS/WorldClockWidget
  501 90021     1   0  9 925  ??         0:07.64 /System/Applications/Stocks.app/Contents/PlugIns/StocksWidget.appex/Contents/MacOS/StocksWidget
  501 90023     1   0  9 925  ??         0:04.42 /System/Applications/FindMy.app/Contents/PlugIns/FindMyWidgetPeople.appex/Contents/MacOS/FindMyWidgetPeople
  501 90024     1   0  9 925  ??         0:00.04 /System/Library/CoreServices/Batteries.app/Contents/PlugIns/BatteriesAvocadoWidgetExtension.appex/Contents/MacOS/BatteriesAvocadoWidgetExtension
  501 90025     1   0  9 925  ??         0:00.09 /System/Applications/Reminders.app/Contents/PlugIns/RemindersWidgetExtension.appex/Contents/MacOS/RemindersWidgetExtension
  501 90029     1   0  9 925  ??         0:05.81 /System/Applications/FindMy.app/Contents/PlugIns/FindMyWidgetItems.appex/Contents/MacOS/FindMyWidgetItems
  501 90030     1   0  9 925  ??         0:03.02 /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension
  501 90033     1   0  9 925  ??         0:00.11 /System/Applications/Photos.app/Contents/PlugIns/PhotosReliveWidget.appex/Contents/MacOS/PhotosReliveWidget
  501 90268     1   0  9 925  ??         1:07.06 /usr/libexec/siriknowledged
    0   520     1   0 27 825  ??         0:03.54 /usr/libexec/remoted
    0 78789 78788   0  3:24AM ttys000    0:00.01 login -fp dabin
  501 78791 78789   0  3:24AM ttys000    0:19.94 zsh (qterm)
  501 78798 78791   0  3:24AM ttys001    0:08.82 /bin/zsh --login
    0 87289 78798   0  4:28AM ttys001    0:00.01 ps -ef
